Age,Gender,Location,Lead_Source,Interest_Level,Follow_Ups,Lead_Converted,Course,Course_Level,Course_Duration_Weeks,Attendance,Test_Score,Project_Marks,Performance_Score,PIP_Flag,Top_Performer_Flag,Joined,Employment_Type,Basic_Salary,HRA,TA,PF,CTC
37,Male,Italy,Website,4,1,0,Business Analytics,Intermediate,10,83,44,74,63.8,0,0,0,Contract,1849,366.3,201.47,204.92,2621.69
25,Male,Italy,Website,3,6,1,Data Science,Beginner,9,77,42,57,55.0,1,0,0,Contract,2798,595.31,244.65,280.83,3918.8
22,Female,Italy,Walk-in,1,7,1,Python,Beginner,21,80,77,67,73.6,0,0,1,Contract,2103,412.85,244.75,212.91,2973.5
38,Female,France,Referral,2,5,1,Python,Intermediate,22,69,52,73,63.8,0,0,1,Contract,2215,489.97,250.55,260.84,3216.36
34,Female,Italy,LinkedIn,1,5,0,ML Engineering,Intermediate,14,83,81,82,81.8,0,0,0,Contract,2104,514.69,182.09,246.96,3047.74
44,Male,France,Email Campaign,5,1,1,Data Science,Beginner,15,99,58,81,75.4,0,0,1,Contract,1995,463.57,229.12,213.76,2901.45
42,Female,Italy,Email Campaign,3,0,0,HR Analytics,Advanced,13,80,79,64,73.2,0,0,0,Contract,2612,592.01,237.4,307.75,3749.16
24,Male,Poland,Walk-in,1,3,0,Data Science,Beginner,16,84,89,77,83.2,0,0,0,Contract,2599,573.83,216.33,290.76,3679.92
29,Male,Poland,Website,4,5,1,Python,Advanced,15,82,74,73,75.2,0,0,1,Contract,2187,468.36,232.42,253.95,3141.73
26,Male,France,Website,3,0,0,ML Engineering,Advanced,13,81,63,94,79.0,0,0,0,Contract,2556,493.46,271.32,277.45,3598.24
44,Female,Poland,Referral,4,3,1,ML Engineering,Intermediate,23,63,63,59,61.4,0,0,1,Contract,2254,546.89,188.88,230.51,3220.28
36,Male,France,Website,1,1,0,HR Analytics,Intermediate,21,93,56,67,67.8,0,0,0,Contract,2512,495.86,233.0,272.99,3513.85
26,Female,Poland,Website,3,2,0,ML Engineering,Beginner,7,65,79,86,79.0,0,0,0,Contract,2504,466.72,299.76,273.3,3543.79
41,Male,Poland,Referral,4,4,1,ML Engineering,Advanced,8,87,49,47,55.8,1,0,1,Contract,2647,615.43,283.59,293.87,3839.89
31,Male,France,Email Campaign,5,4,1,ML Engineering,Advanced,8,90,41,81,66.8,0,0,1,Contract,2950,567.26,322.15,301.23,4140.64
44,Male,Spain,LinkedIn,5,1,1,ML Engineering,Beginner,15,94,83,73,81.2,0,0,1,Permanent,3021,622.42,267.41,362.0,4272.83
36,Male,Poland,Referral,1,5,0,ML Engineering,Beginner,6,98,62,89,80.0,0,0,0,Contract,2957,538.11,245.88,310.14,4051.13
32,Female,Italy,LinkedIn,3,0,0,Python,Beginner,11,82,45,52,55.2,1,0,0,Contract,2889,547.74,263.12,300.37,4000.23
39,Male,Spain,Website,2,2,0,Data Science,Intermediate,5,65,41,66,55.8,1,0,0,Contract,2078,399.23,186.93,229.69,2893.86
44,Female,France,Website,3,6,1,Business Analytics,Beginner,21,75,60,97,77.8,0,0,1,Contract,2557,470.0,228.55,283.17,3538.72
23,Female,Spain,Email Campaign,5,3,1,ML Engineering,Beginner,12,61,94,73,79.0,0,0,1,Contract,2162,488.54,189.63,235.22,3075.39
29,Female,Germany,LinkedIn,4,1,1,Business Analytics,Advanced,16,83,95,46,73.0,0,0,1,Contract,1970,470.02,202.89,227.41,2870.33
22,Male,Germany,Email Campaign,2,2,0,Business Analytics,Beginner,10,76,74,85,78.8,0,0,0,Contract,2874,592.42,267.64,317.1,4051.16
28,Male,Poland,Website,1,7,1,Python,Advanced,13,60,88,93,84.4,0,0,1,Permanent,3507,845.96,395.64,393.46,5142.06
32,Male,Poland,Email Campaign,2,2,0,ML Engineering,Advanced,12,65,68,94,77.8,0,0,0,Contract,2391,466.09,208.87,273.71,3339.67
37,Female,Italy,LinkedIn,1,5,1,Business Analytics,Intermediate,18,64,46,89,66.8,0,0,1,Contract,2730,553.58,269.14,274.37,3827.09
34,Female,Spain,LinkedIn,2,7,1,ML Engineering,Beginner,8,88,68,45,62.8,0,0,1,Contract,2968,565.56,239.06,330.67,4103.29
23,Male,Germany,LinkedIn,1,3,0,HR Analytics,Beginner,15,71,92,88,86.2,0,1,0,Contract,2073,463.19,205.78,243.96,2985.93
34,Female,Poland,Email Campaign,1,7,1,HR Analytics,Advanced,4,98,76,64,75.6,0,0,1,Contract,2978,623.57,244.89,298.84,4145.29
41,Male,Spain,LinkedIn,2,2,0,HR Analytics,Intermediate,15,62,62,96,75.6,0,0,0,Contract,2307,514.3,274.78,249.4,3345.48
21,Female,Poland,LinkedIn,2,5,1,Business Analytics,Intermediate,9,60,72,65,66.8,0,0,1,Contract,2162,504.43,241.33,256.25,3164.01
34,Male,Poland,Walk-in,1,7,1,HR Analytics,Beginner,22,86,47,81,68.4,0,0,1,Contract,2647,577.57,263.65,283.4,3771.62
27,Female,Germany,Email Campaign,5,0,1,Python,Advanced,22,83,51,52,57.8,1,0,1,Contract,2454,549.53,204.82,267.91,3476.27
27,Male,Germany,Referral,2,5,1,Python,Beginner,19,78,85,71,78.0,0,0,1,Contract,2097,514.75,217.45,250.87,3080.07
36,Female,Poland,LinkedIn,3,0,0,Business Analytics,Beginner,22,67,87,91,84.6,0,0,0,Contract,2293,460.74,253.03,238.44,3245.22
31,Female,France,Referral,4,0,0,ML Engineering,Beginner,6,61,49,79,63.4,0,0,0,Contract,2345,481.06,205.49,237.56,3269.11
38,Female,Poland,Website,1,7,1,Data Science,Beginner,13,89,54,50,59.4,1,0,1,Contract,2103,484.19,216.04,246.45,3049.68
29,Male,Poland,LinkedIn,1,7,0,ML Engineering,Advanced,21,89,92,89,90.2,0,1,0,Contract,2703,602.21,304.27,317.25,3926.73
28,Male,Italy,Walk-in,4,6,1,ML Engineering,Intermediate,16,98,63,88,80.0,0,0,1,Contract,2038,392.31,225.67,223.04,2879.02
24,Male,Italy,Walk-in,5,6,1,ML Engineering,Beginner,21,91,65,63,69.4,0,0,1,Contract,2449,505.3,274.58,270.09,3498.97
25,Male,Italy,Referral,4,2,1,ML Engineering,Beginner,6,60,86,62,71.2,0,0,1,Contract,2683,570.8,309.01,313.15,3875.96
39,Male,France,Referral,2,5,1,Data Science,Beginner,6,97,81,45,69.8,0,0,1,Contract,2999,627.86,352.4,344.2,4323.47
21,Female,France,Website,4,6,1,HR Analytics,Beginner,15,72,92,69,78.8,0,0,1,Contract,2209,425.19,212.55,232.61,3079.35
43,Male,Poland,Walk-in,1,0,0,ML Engineering,Intermediate,23,70,99,71,82.0,0,0,0,Contract,2525,617.89,259.45,253.35,3655.69
32,Male,Italy,Walk-in,4,6,1,Python,Intermediate,10,69,78,51,65.4,0,0,1,Contract,2846,664.15,317.69,311.9,4139.74
25,Male,France,LinkedIn,3,3,1,Business Analytics,Intermediate,11,85,97,88,91.0,0,1,1,Permanent,3018,644.93,325.6,353.64,4342.17
24,Male,Germany,Email Campaign,2,2,0,Business Analytics,Intermediate,12,79,42,86,67.0,0,0,0,Contract,2324,528.95,278.46,274.04,3405.45
44,Female,Poland,LinkedIn,4,5,1,Python,Beginner,17,76,41,73,60.8,0,0,1,Contract,2704,656.56,217.8,322.11,3900.47
20,Male,Spain,LinkedIn,1,5,1,ML Engineering,Advanced,8,76,45,75,63.2,0,0,1,Contract,2823,535.05,265.94,331.96,3955.95
40,Female,Poland,Website,2,4,1,Data Science,Intermediate,22,63,60,88,71.8,0,0,1,Contract,2419,477.82,220.71,269.96,3387.49
41,Male,Spain,Referral,1,5,0,HR Analytics,Intermediate,19,64,48,87,66.8,0,0,0,Contract,2752,599.91,249.04,299.67,3900.61
40,Female,Italy,LinkedIn,5,2,1,Business Analytics,Beginner,15,82,49,80,68.0,0,0,1,Contract,2931,691.51,260.57,338.52,4221.6
